,Rnk,BIB,H2H,Rider,Age,Team,UCI,Pnt,Time,race_code
1497,65,161,,SLOCK LiamLotto Dstny,22,Lotto Dstny,,,3:423:42,vuelta-ciclista-a-la-region-de-murcia/2023
1498,66,81,,BARGUIL WarrenTeam Arkéa Samsic,31,Team Arkéa Samsic,,,3:453:45,vuelta-ciclista-a-la-region-de-murcia/2023
1499,67,186,,OURSELIN PaulTotalEnergies,28,TotalEnergies,,,3:463:46,vuelta-ciclista-a-la-region-de-murcia/2023
1500,68,85,,GUGLIELMI SimonTeam Arkéa Samsic,25,Team Arkéa Samsic,,,",,3:46",vuelta-ciclista-a-la-region-de-murcia/2023
1501,69,155,,MARIS EliasTeam Flanders - Baloise,23,Team Flanders - Baloise,,,",,3:46",vuelta-ciclista-a-la-region-de-murcia/2023
1502,70,117,,NICOLAU JoelCaja Rural - Seguros RGA,25,Caja Rural - Seguros RGA,,,3:593:59,vuelta-ciclista-a-la-region-de-murcia/2023
1503,71,176,,THALMANN RolandTudor Pro Cycling Team,29,Tudor Pro Cycling Team,,,",,3:59",vuelta-ciclista-a-la-region-de-murcia/2023
1504,72,43,,KORETZKY VictorBORA - hansgrohe,28,BORA - hansgrohe,,,",,3:59",vuelta-ciclista-a-la-region-de-murcia/2023
1505,73,125,,CUADRADO UnaiEuskaltel - Euskadi,25,Euskaltel - Euskadi,,,",,3:59",vuelta-ciclista-a-la-region-de-murcia/2023
1506,74,54,,LADAGNOUS MatthieuGroupama - FDJ,38,Groupama - FDJ,,,",,3:59",vuelta-ciclista-a-la-region-de-murcia/2023
1507,75,112,,AULAR OrluisCaja Rural - Seguros RGA,26,Caja Rural - Seguros RGA,,,",,3:59",vuelta-ciclista-a-la-region-de-murcia/2023
1508,76,24,,GESCHKE SimonCofidis,36,Cofidis,,,",,3:59",vuelta-ciclista-a-la-region-de-murcia/2023
1509,77,55,,LIENHARD FabianGroupama - FDJ,29,Groupama - FDJ,,,",,3:59",vuelta-ciclista-a-la-region-de-murcia/2023
1510,78,25,,HERRADA JoséCofidis,37,Cofidis,,,4:254:25,vuelta-ciclista-a-la-region-de-murcia/2023
1511,79,27,,LASTRA JonathanCofidis,29,Cofidis,,,",,4:25",vuelta-ciclista-a-la-region-de-murcia/2023
1512,80,194,,CAMPRUBI MarcelQ36.5 Pro Cycling Team,21,Q36.5 Pro Cycling Team,,,4:364:36,vuelta-ciclista-a-la-region-de-murcia/2023
1513,81,17,,ZAKHAROV ArtyomAstana Qazaqstan Team,31,Astana Qazaqstan Team,,,4:554:55,vuelta-ciclista-a-la-region-de-murcia/2023
1514,82,157,,VERWILST AaronTeam Flanders - Baloise,25,Team Flanders - Baloise,,,",,4:55",vuelta-ciclista-a-la-region-de-murcia/2023
1515,83,31,,ROJAS José JoaquínMovistar Team,37,Movistar Team,,,",,4:55",vuelta-ciclista-a-la-region-de-murcia/2023
1516,84,143,,GOLDSTEIN OmerIsrael - Premier Tech,26,Israel - Premier Tech,,,",,4:55",vuelta-ciclista-a-la-region-de-murcia/2023
1517,85,116,,MURGUIALDAY JokinCaja Rural - Seguros RGA,22,Caja Rural - Seguros RGA,,,5:075:07,vuelta-ciclista-a-la-region-de-murcia/2023
1518,86,92,,GARCÍA PIERNA CarlosEquipo Kern Pharma,23,Equipo Kern Pharma,,,5:135:13,vuelta-ciclista-a-la-region-de-murcia/2023
1519,87,191,,ROSSKOPF JoeyQ36.5 Pro Cycling Team,33,Q36.5 Pro Cycling Team,,,",,5:13",vuelta-ciclista-a-la-region-de-murcia/2023
1520,88,15,,GRUZDEV DmitriyAstana Qazaqstan Team,36,Astana Qazaqstan Team,,,",,5:13",vuelta-ciclista-a-la-region-de-murcia/2023
1521,89,184,,SOUPE GeoffreyTotalEnergies,34,TotalEnergies,,,5:175:17,vuelta-ciclista-a-la-region-de-murcia/2023
1522,90,61,,VIDTS ObieIntermarché - Circus - Wanty,20,Intermarché - Circus - Wanty,,,",,5:17",vuelta-ciclista-a-la-region-de-murcia/2023
1523,91,76,,ROWE LukeINEOS Grenadiers,32,INEOS Grenadiers,,,",,5:17",vuelta-ciclista-a-la-region-de-murcia/2023
1524,92,52,,ASKEY LewisGroupama - FDJ,21,Groupama - FDJ,,,",,5:17",vuelta-ciclista-a-la-region-de-murcia/2023
1525,93,53,,GERMANI LorenzoGroupama - FDJ,20,Groupama - FDJ,,,",,5:17",vuelta-ciclista-a-la-region-de-murcia/2023
1526,94,172,,CHARRIN AloïsTudor Pro Cycling Team,22,Tudor Pro Cycling Team,,,",,5:17",vuelta-ciclista-a-la-region-de-murcia/2023
1527,95,35,,RANGEL ViniciusMovistar Team,21,Movistar Team,,,",,5:17",vuelta-ciclista-a-la-region-de-murcia/2023
1528,96,101,,ANGULO AntonioBurgos-BH,30,Burgos-BH,,,",,5:17",vuelta-ciclista-a-la-region-de-murcia/2023
1529,97,2,,BAX SjoerdUAE Team Emirates,27,UAE Team Emirates,,,7:567:56,vuelta-ciclista-a-la-region-de-murcia/2023
1530,98,62,,VERMOOTE JelleIntermarché - Circus - Wanty,21,Intermarché - Circus - Wanty,,,",,7:56",vuelta-ciclista-a-la-region-de-murcia/2023
1531,99,22,,CARVALHO AndreCofidis,25,Cofidis,,,",,7:56",vuelta-ciclista-a-la-region-de-murcia/2023
1532,100,87,,RIOU AlanTeam Arkéa Samsic,25,Team Arkéa Samsic,,,",,7:56",vuelta-ciclista-a-la-region-de-murcia/2023
1533,101,122,,AZPARREN Xabier MikelEuskaltel - Euskadi,23,Euskaltel - Euskadi,,,",,7:56",vuelta-ciclista-a-la-region-de-murcia/2023
1534,102,201,,GARCIA Jose MariaElectro Hiper Europa,24,Electro Hiper Europa,,,10:3810:38,vuelta-ciclista-a-la-region-de-murcia/2023
1535,103,204,,ESTELRICH MateuElectro Hiper Europa,21,Electro Hiper Europa,,,",,10:38",vuelta-ciclista-a-la-region-de-murcia/2023
1536,104,174,,HEMING MikaTudor Pro Cycling Team,22,Tudor Pro Cycling Team,,,10:4110:41,vuelta-ciclista-a-la-region-de-murcia/2023
1537,105,44,,LÜHRS Luis-JoeBORA - hansgrohe,20,BORA - hansgrohe,,,",,10:41",vuelta-ciclista-a-la-region-de-murcia/2023
1538,106,74,,LEONARD MichaelINEOS Grenadiers,18,INEOS Grenadiers,,,10:5110:51,vuelta-ciclista-a-la-region-de-murcia/2023
1539,107,95,,RETEGI MikelEquipo Kern Pharma,21,Equipo Kern Pharma,,,11:1411:14,vuelta-ciclista-a-la-region-de-murcia/2023
1540,DNF,102,,ARDILA Andrés CamiloBurgos-BH,23,Burgos-BH,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1541,DNF,26,,IZAGIRRE IonCofidis,34,Cofidis,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1542,DNF,135,,MARTIN DavidEOLO-Kometa,23,EOLO-Kometa,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1543,DNF,195,,DAVIS CoreyQ36.5 Pro Cycling Team,30,Q36.5 Pro Cycling Team,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1544,DNF,142,,SAGIV GuyIsrael - Premier Tech,28,Israel - Premier Tech,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1545,DNF,73,,HEIDUK KimINEOS Grenadiers,22,INEOS Grenadiers,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1546,DNF,115,,LÓPEZ JosebaCaja Rural - Seguros RGA,22,Caja Rural - Seguros RGA,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1547,DNF,181,,CABOT JérémyTotalEnergies,31,TotalEnergies,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1548,DNF,75,,RIVERA Brandon SmithINEOS Grenadiers,26,INEOS Grenadiers,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1549,DNF,205,,MARTÍN José MaríaElectro Hiper Europa,22,Electro Hiper Europa,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1550,DNF,126,,GOIKOETXEA PeioEuskaltel - Euskadi,30,Euskaltel - Euskadi,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1551,DNF,97,,SÁNCHEZ EugenioEquipo Kern Pharma,23,Equipo Kern Pharma,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1552,DNF,105,,BOL JetseBurgos-BH,33,Burgos-BH,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1553,DNF,5,,NOVAK DomenUAE Team Emirates,27,UAE Team Emirates,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1554,DNF,156,,VAN HEMELEN VincentTeam Flanders - Baloise,22,Team Flanders - Baloise,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1555,DNF,3,,FISHER-BLACK FinnUAE Team Emirates,21,UAE Team Emirates,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1556,DNF,93,,CARRETERO HéctorEquipo Kern Pharma,27,Equipo Kern Pharma,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1557,DNF,192,,BAUER JackQ36.5 Pro Cycling Team,37,Q36.5 Pro Cycling Team,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1558,DNF,83,,LEDANOIS KévinTeam Arkéa Samsic,29,Team Arkéa Samsic,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1559,DNF,136,,PIGANZOLI DavideEOLO-Kometa,20,EOLO-Kometa,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1560,DNF,152,,DE PESTEL SanderTeam Flanders - Baloise,24,Team Flanders - Baloise,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1561,DNF,187,,VAN GESTEL DriesTotalEnergies,28,TotalEnergies,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1562,DNF,144,,HERMANS BenIsrael - Premier Tech,36,Israel - Premier Tech,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1563,DNF,123,,AZPARREN EnekoitzEuskaltel - Euskadi,20,Euskaltel - Euskadi,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1564,DNF,203,,CAÑELLAS XavierElectro Hiper Europa,25,Electro Hiper Europa,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1565,DNF,96,,RUIZ IbonEquipo Kern Pharma,24,Equipo Kern Pharma,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1566,DNF,207,,VOLLMER AndrewElectro Hiper Europa,22,Electro Hiper Europa,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1567,DNF,41,,HALLER MarcoBORA - hansgrohe,31,BORA - hansgrohe,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1568,DNF,114,,ETXEBERRIA JosuCaja Rural - Seguros RGA,22,Caja Rural - Seguros RGA,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1569,DNF,12,,BRUSSENSKIY GlebAstana Qazaqstan Team,22,Astana Qazaqstan Team,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1570,DNF,107,,PELEGRÍ ÓscarBurgos-BH,28,Burgos-BH,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1571,DNF,185,,JOUSSEAUME AlanTotalEnergies,24,TotalEnergies,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1572,DNF,14,,GIDICH YevgeniyAstana Qazaqstan Team,26,Astana Qazaqstan Team,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1573,DNF,82,,BARRÉ LouisTeam Arkéa Samsic,22,Team Arkéa Samsic,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1574,DNF,132,,BEVILACQUA SimoneEOLO-Kometa,25,EOLO-Kometa,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1575,DNF,106,,NAVARRO DanielBurgos-BH,39,Burgos-BH,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1576,DNF,153,,FRETIN MilanTeam Flanders - Baloise,21,Team Flanders - Baloise,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1577,DNF,13,,FELLINE FabioAstana Qazaqstan Team,32,Astana Qazaqstan Team,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1578,DNF,154,,VAN POUCKE AaronTeam Flanders - Baloise,24,Team Flanders - Baloise,,,-,vuelta-ciclista-a-la-region-de-murcia/2023
1579,,,,,,,,,,figueira-champions-classic/2023
1580,1,15,,PEDERSEN CasperSoudal - Quick Step,26,Soudal - Quick Step,125,75,4:35:54,figueira-champions-classic/2023
1581,2,144,,HERREGODTS RuneIntermarché - Circus - Wanty,24,Intermarché - Circus - Wanty,85,55,",,0:00",figueira-champions-classic/2023
1582,3,76,,VAN DEN BERG MarijnEF Education-EasyPost,23,EF Education-EasyPost,70,40,",,0:00",figueira-champions-classic/2023
1583,4,141,,COSTA RuiIntermarché - Circus - Wanty,36,Intermarché - Circus - Wanty,60,32,",,0:00",figueira-champions-classic/2023
1584,5,165,,TESFATSION NatnaelTrek - Segafredo,23,Trek - Segafredo,50,28,",,0:00",figueira-champions-classic/2023
1585,6,57,,VERMAERKE KevinTeam DSM,22,Team DSM,40,24,",,0:00",figueira-champions-classic/2023
1586,7,73,,CORT MagnusEF Education-EasyPost,30,EF Education-EasyPost,35,20,",,0:00",figueira-champions-classic/2023
1587,8,167,,VACEK MathiasTrek - Segafredo,20,Trek - Segafredo,30,18,",,0:00",figueira-champions-classic/2023
1588,9,133,,CONCI NicolaAlpecin-Deceuninck,26,Alpecin-Deceuninck,25,16,",,0:00",figueira-champions-classic/2023
1589,10,143,,GOOSSENS KobeIntermarché - Circus - Wanty,26,Intermarché - Circus - Wanty,20,14,",,0:00",figueira-champions-classic/2023
1590,11,12,,CAVAGNA RémiSoudal - Quick Step,27,Soudal - Quick Step,15,12,0:030:03,figueira-champions-classic/2023
1591,12,74,,EIKING Odd ChristianEF Education-EasyPost,28,EF Education-EasyPost,10,10,0:060:06,figueira-champions-classic/2023
1592,13,17,,VAN WILDER IlanSoudal - Quick Step,22,Soudal - Quick Step,5,8,0:170:17,figueira-champions-classic/2023
1593,14,75,,KUDUS MerhawiEF Education-EasyPost,29,EF Education-EasyPost,5,7,0:300:30,figueira-champions-classic/2023
1594,15,56,,VAN UDEN CasperTeam DSM,21,Team DSM,5,6,1:331:33,figueira-champions-classic/2023
1595,16,125,,PRADES EduardCaja Rural - Seguros RGA,35,Caja Rural - Seguros RGA,3,5,",,1:33",figueira-champions-classic/2023
1596,17,131,,HERMANS QuintenAlpecin-Deceuninck,27,Alpecin-Deceuninck,3,4,",,1:33",figueira-champions-classic/2023
1597,18,121,,BARRENETXEA JonCaja Rural - Seguros RGA,22,Caja Rural - Seguros RGA,3,3,",,1:33",figueira-champions-classic/2023
1598,19,16,,VAN TRICHT StanSoudal - Quick Step,23,Soudal - Quick Step,3,2,",,1:33",figueira-champions-classic/2023
1599,20,166,,THEUNS EdwardTrek - Segafredo,31,Trek - Segafredo,3,1,",,1:33",figueira-champions-classic/2023
1600,21,114,,CONCA FilippoQ36.5 Pro Cycling Team,24,Q36.5 Pro Cycling Team,3,,",,1:33",figueira-champions-classic/2023
1601,22,132,,MEURISSE XandroAlpecin-Deceuninck,31,Alpecin-Deceuninck,3,,",,1:33",figueira-champions-classic/2023
1602,23,116,,PARISINI NicolòQ36.5 Pro Cycling Team,22,Q36.5 Pro Cycling Team,3,,",,1:33",figueira-champions-classic/2023
1603,24,145,,MIHKELS MadisIntermarché - Circus - Wanty,19,Intermarché - Circus - Wanty,3,,",,1:33",figueira-champions-classic/2023
1604,25,92,,FIGUEIREDO FredericoGlassdrive Q8 Anicolor,31,Glassdrive Q8 Anicolor,3,,",,1:33",figueira-champions-classic/2023
1605,26,147,,VANDENSTORME DylanIntermarché - Circus - Wanty,20,Intermarché - Circus - Wanty,,,",,1:33",figueira-champions-classic/2023
1606,27,136,,SBARAGLI KristianAlpecin-Deceuninck,32,Alpecin-Deceuninck,,,",,1:33",figueira-champions-classic/2023
1607,28,46,,SILVA JoaquimEfapel Cycling,30,Efapel Cycling,,,",,1:33",figueira-champions-classic/2023
1608,29,96,,NYCH ArtemGlassdrive Q8 Anicolor,27,Glassdrive Q8 Anicolor,,,",,1:33",figueira-champions-classic/2023
1609,30,123,,MARTÍN Sergio RomanCaja Rural - Seguros RGA,26,Caja Rural - Seguros RGA,,,",,1:33",figueira-champions-classic/2023
1610,31,13,,DECLERCQ TimSoudal - Quick Step,33,Soudal - Quick Step,,,",,1:33",figueira-champions-classic/2023
1611,32,134,,BAYER TobiasAlpecin-Deceuninck,23,Alpecin-Deceuninck,,,",,1:33",figueira-champions-classic/2023
1612,33,27,,IRIBAR UnaiEuskaltel - Euskadi,23,Euskaltel - Euskadi,,,",,1:33",figueira-champions-classic/2023
1613,34,53,,EEKHOFF NilsTeam DSM,25,Team DSM,,,",,1:33",figueira-champions-classic/2023
1614,35,31,,FONTE CésarRádio Popular - Paredes - Boavista,36,Rádio Popular - Paredes - Boavista,,,",,1:33",figueira-champions-classic/2023
1615,36,11,,ASGREEN KasperSoudal - Quick Step,28,Soudal - Quick Step,,,",,1:33",figueira-champions-classic/2023
1616,37,112,,LUDVIGSSON TobiasQ36.5 Pro Cycling Team,31,Q36.5 Pro Cycling Team,,,1:391:39,figueira-champions-classic/2023
1617,38,163,,GALLOPIN TonyTrek - Segafredo,34,Trek - Segafredo,,,",,1:39",figueira-champions-classic/2023
1618,39,162,,BARONCINI FilippoTrek - Segafredo,22,Trek - Segafredo,,,",,1:39",figueira-champions-classic/2023
1619,40,137,,KIELICH TimoAlpecin-Deceuninck,23,Alpecin-Deceuninck,,,",,1:39",figueira-champions-classic/2023
1620,41,51,,BITTNER PavelTeam DSM,20,Team DSM,,,1:461:46,figueira-champions-classic/2023
1621,42,21,,ITURRIA MikelEuskaltel - Euskadi,30,Euskaltel - Euskadi,,,1:501:50,figueira-champions-classic/2023
1622,43,22,,BIZKARRA MikelEuskaltel - Euskadi,33,Euskaltel - Euskadi,,,",,1:50",figueira-champions-classic/2023
1623,44,164,,MOSCA JacopoTrek - Segafredo,29,Trek - Segafredo,,,",,1:50",figueira-champions-classic/2023
1624,45,52,,DEGENKOLB JohnTeam DSM,34,Team DSM,,,2:082:08,figueira-champions-classic/2023
1625,46,102,,BUSTAMANTE AdriánKelly / Simoldes / UDO,24,Kelly / Simoldes / UDO,,,3:493:49,figueira-champions-classic/2023
1626,47,47,,SILVA RafaelEfapel Cycling,32,Efapel Cycling,,,5:425:42,figueira-champions-classic/2023
1627,48,94,,MENDONÇA LuísGlassdrive Q8 Anicolor,37,Glassdrive Q8 Anicolor,,,",,5:42",figueira-champions-classic/2023
1628,49,127,,HAILEMICHAEL Mulu KinfeCaja Rural - Seguros RGA,23,Caja Rural - Seguros RGA,,,",,5:42",figueira-champions-classic/2023
1629,50,135,,JANSSENS JimmyAlpecin-Deceuninck,33,Alpecin-Deceuninck,,,6:466:46,figueira-champions-classic/2023
1630,51,55,,ONLEY OscarTeam DSM,20,Team DSM,,,7:427:42,figueira-champions-classic/2023
1631,52,126,,SCHLEGEL MichalCaja Rural - Seguros RGA,27,Caja Rural - Seguros RGA,,,9:399:39,figueira-champions-classic/2023
1632,53,24,,JUARISTI TxominEuskaltel - Euskadi,27,Euskaltel - Euskadi,,,",,9:39",figueira-champions-classic/2023
1633,54,1,,EULÁLIO AfonsoABTF Betão - Feirense,21,ABTF Betão - Feirense,,,",,9:39",figueira-champions-classic/2023
1634,55,95,,SILVA PedroGlassdrive Q8 Anicolor,21,Glassdrive Q8 Anicolor,,,",,9:39",figueira-champions-classic/2023
1635,56,151,,FERNÁNDEZ DelioAPHotels and Resorts - Tavira,36,APHotels and Resorts - Tavira,,,",,9:39",figueira-champions-classic/2023
1636,57,105,,FERREIRA AntónioKelly / Simoldes / UDO,22,Kelly / Simoldes / UDO,,,",,9:39",figueira-champions-classic/2023
1637,58,72,,DOULL OwainEF Education-EasyPost,29,EF Education-EasyPost,,,",,9:39",figueira-champions-classic/2023
1638,59,77,,VAN DEN BERG JuliusEF Education-EasyPost,26,EF Education-EasyPost,,,",,9:39",figueira-champions-classic/2023
1639,60,101,,GOMES LuísKelly / Simoldes / UDO,28,Kelly / Simoldes / UDO,,,",,9:39",figueira-champions-classic/2023
1640,61,171,,MEDEIROS JoãoCredibom / LA Aluminios / Marcos Car,22,Credibom / LA Aluminios / Marcos Car,,,11:4611:46,figueira-champions-classic/2023
1641,62,113,,MONK CyrusQ36.5 Pro Cycling Team,26,Q36.5 Pro Cycling Team,,,",,11:46",figueira-champions-classic/2023
1642,63,124,,PIRA Yesid AlbeiroCaja Rural - Seguros RGA,23,Caja Rural - Seguros RGA,,,",,11:46",figueira-champions-classic/2023
1643,64,23,,BERASATEGI XabierEuskaltel - Euskadi,22,Euskaltel - Euskadi,,,",,11:46",figueira-champions-classic/2023
1644,65,41,,ANTUNES TiagoEfapel Cycling,25,Efapel Cycling,,,",,11:46",figueira-champions-classic/2023
1645,66,176,,VIE FrançoisCredibom / LA Aluminios / Marcos Car,20,Credibom / LA Aluminios / Marcos Car,,,12:5912:59,figueira-champions-classic/2023
1646,67,26,,ISASA XabierEuskaltel - Euskadi,21,Euskaltel - Euskadi,,,",,12:59",figueira-champions-classic/2023
1647,68,174,,MONTEZ AlexandreCredibom / LA Aluminios / Marcos Car,21,Credibom / LA Aluminios / Marcos Car,,,13:0113:01,figueira-champions-classic/2023
1648,69,146,,HUENS AxelIntermarché - Circus - Wanty,21,Intermarché - Circus - Wanty,,,13:0213:02,figueira-champions-classic/2023
1649,70,54,,NABERMAN TimTeam DSM,23,Team DSM,,,",,13:02",figueira-champions-classic/2023
1650,71,61,,OYARZÚN Carlos IvánAviludo - Louletano - Loulé Concelho,41,Aviludo - Louletano - Loulé Concelho,,,",,13:02",figueira-champions-classic/2023
1651,72,97,,GARCÍA SergioGlassdrive Q8 Anicolor,23,Glassdrive Q8 Anicolor,,,",,13:02",figueira-champions-classic/2023
1652,73,87,,CARVALHO RuiTavfer-Ovos Matinados-Mortágua,27,Tavfer-Ovos Matinados-Mortágua,,,",,13:02",figueira-champions-classic/2023
1653,74,25,,BALLARIN IkerEuskaltel - Euskadi,25,Euskaltel - Euskadi,,,",,13:02",figueira-champions-classic/2023
1654,75,34,,GARCIA GuillermoRádio Popular - Paredes - Boavista,23,Rádio Popular - Paredes - Boavista,,,",,13:02",figueira-champions-classic/2023
1655,76,35,,HERNAIZ VicenteRádio Popular - Paredes - Boavista,24,Rádio Popular - Paredes - Boavista,,,",,13:02",figueira-champions-classic/2023
1656,77,33,,NUNES HugoRádio Popular - Paredes - Boavista,26,Rádio Popular - Paredes - Boavista,,,",,13:02",figueira-champions-classic/2023
1657,78,154,,LOURENÇO RafaelAPHotels and Resorts - Tavira,25,APHotels and Resorts - Tavira,,,",,13:02",figueira-champions-classic/2023
1658,79,153,,FERNANDES VenceslauAPHotels and Resorts - Tavira,27,APHotels and Resorts - Tavira,,,",,13:02",figueira-champions-classic/2023
1659,80,83,,AMADO GonçaloTavfer-Ovos Matinados-Mortágua,29,Tavfer-Ovos Matinados-Mortágua,,,",,13:02",figueira-champions-classic/2023
1660,81,5,,PINHEIRO IvoABTF Betão - Feirense,24,ABTF Betão - Feirense,,,",,13:02",figueira-champions-classic/2023
1661,82,44,,GUERREIRO FranciscoEfapel Cycling,22,Efapel Cycling,,,",,13:02",figueira-champions-classic/2023
1662,83,45,,PINTO PedroEfapel Cycling,22,Efapel Cycling,,,",,13:02",figueira-champions-classic/2023
1663,84,106,,SOUSA JoséKelly / Simoldes / UDO,23,Kelly / Simoldes / UDO,,,",,13:02",figueira-champions-classic/2023
1664,85,2,,CARVALHO AntonioABTF Betão - Feirense,33,ABTF Betão - Feirense,,,",,13:02",figueira-champions-classic/2023
1665,86,104,,SILVA AfonsoKelly / Simoldes / UDO,22,Kelly / Simoldes / UDO,,,",,13:02",figueira-champions-classic/2023
1666,87,103,,GONÇALVES HélderKelly / Simoldes / UDO,22,Kelly / Simoldes / UDO,,,",,13:02",figueira-champions-classic/2023
1667,88,3,,ANDRADE PedroABTF Betão - Feirense,22,ABTF Betão - Feirense,,,",,13:02",figueira-champions-classic/2023
1668,89,6,,PEREIRA FranciscoABTF Betão - Feirense,22,ABTF Betão - Feirense,,,",,13:02",figueira-champions-classic/2023
1669,90,122,,GARCÍA JhojanCaja Rural - Seguros RGA,25,Caja Rural - Seguros RGA,,,",,13:02",figueira-champions-classic/2023
1670,91,4,,MILLER BarryABTF Betão - Feirense,34,ABTF Betão - Feirense,,,",,13:02",figueira-champions-classic/2023
1671,92,63,,DEL PINO JesusAviludo - Louletano - Loulé Concelho,32,Aviludo - Louletano - Loulé Concelho,,,19:5219:52,figueira-champions-classic/2023
1672,93,93,,DOMINGUES Duarte Glassdrive Q8 Anicolor,18,Glassdrive Q8 Anicolor,,,",,19:52",figueira-champions-classic/2023
1673,DNF,82,,SILVA BrunoTavfer-Ovos Matinados-Mortágua,34,Tavfer-Ovos Matinados-Mortágua,,,-,figueira-champions-classic/2023
1674,DNF,152,,BARBOSA DiogoAPHotels and Resorts - Tavira,22,APHotels and Resorts - Tavira,,,-,figueira-champions-classic/2023
1675,DNF,42,,CASIMIRO HenriqueEfapel Cycling,36,Efapel Cycling,,,-,figueira-champions-classic/2023
1676,DNF,175,,DIAS DanielCredibom / LA Aluminios / Marcos Car,21,Credibom / LA Aluminios / Marcos Car,,,-,figueira-champions-classic/2023
1677,DNF,71,,BISSEGGER StefanEF Education-EasyPost,24,EF Education-EasyPost,,,-,figueira-champions-classic/2023
1678,DNF,107,,MIXÃO DuarteKelly / Simoldes / UDO,20,Kelly / Simoldes / UDO,,,-,figueira-champions-classic/2023
1679,DNF,36,,LEAL TiagoRádio Popular - Paredes - Boavista,23,Rádio Popular - Paredes - Boavista,,,-,figueira-champions-classic/2023
1680,DNF,172,,RAMALHO AndréCredibom / LA Aluminios / Marcos Car,26,Credibom / LA Aluminios / Marcos Car,,,-,figueira-champions-classic/2023
1681,DNF,66,,VIEGAS DanielAviludo - Louletano - Loulé Concelho,25,Aviludo - Louletano - Loulé Concelho,,,-,figueira-champions-classic/2023
1682,DNF,86,,BARBAS RafaelTavfer-Ovos Matinados-Mortágua,18,Tavfer-Ovos Matinados-Mortágua,,,-,figueira-champions-classic/2023
1683,DNF,14,,JAKOBSEN FabioSoudal - Quick Step,26,Soudal - Quick Step,,,-,figueira-champions-classic/2023
1684,DNF,157,,BICHO Jose APHotels and Resorts - Tavira,19,APHotels and Resorts - Tavira,,,-,figueira-champions-classic/2023
1685,DNF,64,,MEIRELES NunoAviludo - Louletano - Loulé Concelho,31,Aviludo - Louletano - Loulé Concelho,,,-,figueira-champions-classic/2023
1686,DNF,84,,MORAIS FranciscoTavfer-Ovos Matinados-Mortágua,24,Tavfer-Ovos Matinados-Mortágua,,,-,figueira-champions-classic/2023
1687,DNF,155,,LIVRAMENTO DavidAPHotels and Resorts - Tavira,39,APHotels and Resorts - Tavira,,,-,figueira-champions-classic/2023
1688,DNF,43,,GONCALVES GasparEfapel Cycling,27,Efapel Cycling,,,-,figueira-champions-classic/2023
